-1.1887531,0.30589,0.22647285
0.47460485,-0.078283615,0.11472889
-0.5108516,-0.012304305,0.08706009
0.24579912,0.049418133,-0.17792673
-0.050052714,0.15264064,0.10621901
-0.50021136,0.18882638,0.31905925
1.2408326,-0.01869221,0.23817869
-1.4505459,0.18457577,0.33501956
0.49163395,-0.0335824,-0.30457076
-0.35122046,0.07602481,0.2956448
1.051404,-0.43905318,0.2647835
0.2532502,-0.51780003,0.24669003
-1.4941806,0.6038685,0.45953414
1.0269294,0.0558087,-0.17154388
-1.1238334,0.5017122,0.27329433
1.7282405,-0.12404601,0.058326505
-0.17562556,-0.18363981,0.045555227
-0.54171425,0.06963784,0.354177
-0.37676236,0.11539838,-0.24922836
-0.014928694,-0.08679283,0.3137336
0.49801666,-0.32305312,0.06151926
0.49376312,-0.15170735,-0.025749335
0.5831562,-0.0037837673,0.15197368
-0.37888727,0.60600686,-0.14494
-1.3419949,0.8241697,-0.28222296
0.5182377,-0.28154638,-0.7802697
-0.5033995,0.07922396,-0.05448225
1.3472592,-0.23151873,-0.20666644
-1.2089707,0.30376777,0.013628623
1.2791466,-0.48055232,-0.50251216
0.27772638,-0.2847402,0.29564425
0.4682215,-0.24535945,0.33395344
-0.20755495,-0.481626,0.66812015
-0.23096515,-0.17725644,0.23072813
-0.12347698,-0.026130911,0.27435696
0.4650282,0.16542298,0.12324103
-0.008541988,0.11328159,-2.0903982E-4
-0.5172343,0.34101868,-0.102371424
-0.37250176,0.5868518,-0.53550434
0.18195084,0.097318225,-0.6195775
0.23515967,-0.016555713,-0.2598738
0.44055215,-0.022939755,-0.080023214
-1.420746,0.6507042,0.0061770002
0.010614,0.5006542,-0.08641032
0.568257,-0.36667928,0.21263386
-0.7769018,-0.62102664,0.2264694
0.6470117,-0.40178958,0.32862872
-0.33951184,-0.1921493,0.5946844
0.9896818,-0.21769358,0.12749884
-2.410457,0.35060254,0.709616
0.57677096,0.17500296,-0.98459965
3.231971,-0.6156962,0.2626482
-0.5534154,0.06432977,-0.44930533
0.09468691,0.62623185,-0.18644634
-1.9602991,1.1562028,-0.052354284
-0.24160273,-0.078273885,0.31266707
-0.32674018,-0.2613199,-0.034263346
0.39479548,-0.38475958,-0.26839274
-0.22244741,-0.25918993,0.17644893
-0.012795795,-0.29855883,0.33288425
-0.9631339,0.21970764,0.026393643
0.73321176,0.05901025,-0.4791038
2.2986593,-0.68700224,-0.14174858
0.16705386,-0.46351415,0.08705383
-2.9468153,0.49959716,0.17857397
1.3632216,0.21544665,-0.5089007
1.9017118,-0.098491065,0.104081176
-2.4540913,0.6656033,-0.015107091
0.026577368,0.39423403,-0.70365083
1.0844005,-0.50395435,-0.17899777
0.4618401,-0.40391648,-0.19070508
-0.3693049,0.21651836,-0.09173464
-1.2611123,0.42084193,0.17751144
0.9896867,-0.20916718,0.0455491
-1.2802696,-0.049541373,0.2360446
0.54910606,-0.41668457,-0.18857764
0.27347684,-0.26663023,0.0317125
-0.12772892,0.17182393,0.18815063
-0.087291375,0.18990955,0.21156588
-0.43635044,-0.08997452,0.22859217
0.08191896,-0.067624584,0.022135172
-0.10218743,0.20375134,0.16048077
0.15109369,-0.0027049938,-0.010856348
0.047864657,-0.06549528,0.09662929
0.809838,0.2154573,0.3275614
0.124487944,0.38998583,-0.040653516
-1.7793807,0.16117689,-0.1726132
2.8733363,-0.7636118,-1.4752064
-0.3597245,-0.6486756,-0.16942471
-0.9620687,0.5006608,0.09875873
0.058508366,0.07179152,-0.46740225
0.5405951,-0.1293421,0.14238769
0.18621078,0.111160554,-0.06193641
0.4277886,-0.2187364,-0.02894915
-0.25330484,-0.05378665,0.14132504
-0.014922165,-0.18681192,0.37864292
-1.1078607,0.07498907,0.6915172
-0.45763066,0.10904204,0.30840328
-0.17561863,0.35486674,0.07747343
-0.77263755,0.23355037,0.018940553
0.005300072,-0.11550389,0.38608962
0.5405975,-0.094217,0.5712605
0.5363382,-0.16339679,0.272221
0.17876542,0.152675,-0.14388494
